"DCF_Region","Year","Demographic","Out_of_State","Type of Placement","tot_Value","Measure Type","Variable"
"Region 3: Eastern","SFY 2009-2010","13 to 17 Years","In State","Group Home",38,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","13 to 17 Years","In State","High Meadows",3,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","13 to 17 Years","In State","Independent Living",2,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","13 to 17 Years","In State","Medical or Psychiatric Hospital Placement",1,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","13 to 17 Years","In State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","13 to 17 Years","In State","Relative Foster Care",25,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","13 to 17 Years","In State","Residential Treatment Center",34,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","13 to 17 Years","In State","Shelter",15,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","13 to 17 Years","In State","Solnit Center",11,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","13 to 17 Years","In State","Special Study",32,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","13 to 17 Years","In State","Therapeutic Foster Care",46,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","13 to 17 Years","In State","Total",287,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","13 to 17 Years","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","13 to 17 Years","Out of State","Foster Care",6,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","13 to 17 Years","Out of State","Group Home",1,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","13 to 17 Years","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","13 to 17 Years","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","13 to 17 Years","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","13 to 17 Years","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","13 to 17 Years","Out of State","Relative Foster Care",5,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","13 to 17 Years","Out of State","Residential Treatment Center",50,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","13 to 17 Years","Out of State","Shelter",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","13 to 17 Years","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","13 to 17 Years","Out of State","Special Study",1,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","13 to 17 Years","Out of State","Therapeutic Foster Care",2,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","13 to 17 Years","Out of State","Total",65,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","18 Years and Over","In State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","18 Years and Over","In State","Foster Care",28,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","18 Years and Over","In State","Group Home",22,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","18 Years and Over","In State","High Meadows",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","18 Years and Over","In State","Independent Living",16,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","18 Years and Over","In State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","18 Years and Over","In State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","18 Years and Over","In State","Relative Foster Care",6,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","18 Years and Over","In State","Residential Treatment Center",5,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","18 Years and Over","In State","Shelter",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","18 Years and Over","In State","Solnit Center",1,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","18 Years and Over","In State","Special Study",10,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","18 Years and Over","In State","Therapeutic Foster Care",9,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","18 Years and Over","In State","Total",97,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","18 Years and Over","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","18 Years and Over","Out of State","Foster Care",5,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","18 Years and Over","Out of State","Group Home",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","18 Years and Over","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","18 Years and Over","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","18 Years and Over","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","18 Years and Over","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","18 Years and Over","Out of State","Relative Foster Care",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","18 Years and Over","Out of State","Residential Treatment Center",9,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","18 Years and Over","Out of State","Shelter",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","18 Years and Over","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","18 Years and Over","Out of State","Special Study",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","18 Years and Over","Out of State","Therapeutic Foster Care",1,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","18 Years and Over","Out of State","Total",15,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","4 to 6 Years","In State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","4 to 6 Years","In State","Foster Care",43,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","4 to 6 Years","In State","Group Home",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","4 to 6 Years","In State","High Meadows",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","4 to 6 Years","In State","Independent Living",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","4 to 6 Years","In State","Medical or Psychiatric Hospital Placement",1,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","4 to 6 Years","In State","PDC or Safe Home",9,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","4 to 6 Years","In State","Relative Foster Care",18,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","4 to 6 Years","In State","Residential Treatment Center",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","4 to 6 Years","In State","Shelter",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","4 to 6 Years","In State","Solnit Center",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","4 to 6 Years","In State","Special Study",3,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","4 to 6 Years","In State","Therapeutic Foster Care",11,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","4 to 6 Years","In State","Total",85,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","4 to 6 Years","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","4 to 6 Years","Out of State","Foster Care",1,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","4 to 6 Years","Out of State","Group Home",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","4 to 6 Years","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","4 to 6 Years","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","4 to 6 Years","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","4 to 6 Years","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","4 to 6 Years","Out of State","Relative Foster Care",2,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","4 to 6 Years","Out of State","Residential Treatment Center",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","4 to 6 Years","Out of State","Shelter",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","4 to 6 Years","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","4 to 6 Years","Out of State","Special Study",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","4 to 6 Years","Out of State","Therapeutic Foster Care",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","4 to 6 Years","Out of State","Total",3,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","7 to 12 Years","In State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","7 to 12 Years","In State","Foster Care",65,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","7 to 12 Years","In State","Group Home",7,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","7 to 12 Years","In State","High Meadows",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","7 to 12 Years","In State","Independent Living",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","7 to 12 Years","In State","Medical or Psychiatric Hospital Placement",7,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","7 to 12 Years","In State","PDC or Safe Home",11,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","7 to 12 Years","In State","Relative Foster Care",23,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","7 to 12 Years","In State","Residential Treatment Center",7,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","7 to 12 Years","In State","Shelter",3,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","7 to 12 Years","In State","Solnit Center",2,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","7 to 12 Years","In State","Special Study",14,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","7 to 12 Years","In State","Therapeutic Foster Care",34,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","7 to 12 Years","In State","Total",173,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","7 to 12 Years","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","7 to 12 Years","Out of State","Foster Care",2,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","7 to 12 Years","Out of State","Group Home",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","7 to 12 Years","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","7 to 12 Years","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","7 to 12 Years","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","7 to 12 Years","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","7 to 12 Years","Out of State","Relative Foster Care",3,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","7 to 12 Years","Out of State","Residential Treatment Center",1,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","7 to 12 Years","Out of State","Shelter",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","7 to 12 Years","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","7 to 12 Years","Out of State","Special Study",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","7 to 12 Years","Out of State","Therapeutic Foster Care",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","7 to 12 Years","Out of State","Total",6,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Total","In State","Connecticut Juvenile Training School",6,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Total","In State","Foster Care",340,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Total","In State","Group Home",67,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Total","In State","High Meadows",3,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Total","In State","Independent Living",18,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Total","In State","Medical or Psychiatric Hospital Placement",10,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Total","In State","PDC or Safe Home",26,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Total","In State","Relative Foster Care",122,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Total","In State","Residential Treatment Center",46,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Total","In State","Shelter",18,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Total","In State","Solnit Center",14,"Number","Children in Placement"
